gene	symbol	biotype
ENSG00000223972.5	DDX11L1
ENSG00000155636.14	RBM45
ENSG00000223096.1	RNU5E-9P
ENSG00000079156.16	OSBPL6
G047089	Unknown
ENSG00000223960.6	AC009948.5
ENSG00000180228.12	PRKRA
ENSG00000204311.11	DFNB59
ENSG00000238082.1	AC009948.7
ENSG00000079150.17	FKBP7
G047095	Unknown
ENSG00000116095.10	PLEKHA3
G047097	Unknown
ENSG00000237298.8	TTN-AS1
ENSG00000155657.23	TTN
ENSG00000270956.1	RP11-65L3.4
ENSG00000270277.1	RP11-65L3.2
ENSG00000279598.1	RP11-65L3.3
ENSG00000271011.1	RP11-171I2.5
ENSG00000270574.1	RP11-171I2.2
ENSG00000271141.1	RP11-171I2.4
G047104	Unknown
ENSG00000271401.1	RP11-171I2.3
ENSG00000267784.1	RP11-171I2.1
G047109	Unknown
G047110	Unknown
ENSG00000163492.13	CCDC141
ENSG00000238542.1	RNU7-104P
ENSG00000231541.1	RPS6P2
ENSG00000252000.1	ACA59
ENSG00000187231.13	SESTD1
ENSG00000237477.1	AC093911.1
G047114	Unknown
ENSG00000237964.3	AC068042.1
G047116	Unknown
ENSG00000144331.18	ZNF385B
G047118	Unknown
G047119	Unknown
G047121	Unknown
ENSG00000213126.2	AC092642.1
ENSG00000221240.1	MIR1258
XLOC_001772	NotAvail
ENSG00000280636.1	SNORA43
ENSG00000202216.2	SNORA17
ENSG00000163510.13	CWC22
ENSG00000281155.1	AC096587.1
G047128	Unknown
G047129	Unknown
G047130	Unknown
G047131	Unknown
G047133	Unknown
G047135	Unknown
G047137	Unknown
ENSG00000270289.1	RP11-512G4.1
G047140	Unknown
ENSG00000225258.1	AC009478.1
ENSG00000264976.1	AC009478.2
ENSG00000281131.1	SCHLAP1
G047142	Unknown
ENSG00000279559.1	RP11-739A13.1
ENSG00000226564.1	FTH1P20
ENSG00000236667.1	AC104076.2
ENSG00000170035.15	UBE2E3
ENSG00000236153.1	AC104076.3
G047146	Unknown
ENSG00000238171.1	AC068196.1
ENSG00000234663.5	AC104820.2
ENSG00000266705.1	MIR4437
G047150	Unknown
ENSG00000226681.1	AC020595.1
ENSG00000115232.13	ITGA4
ENSG00000188452.13	CERKL
G047152	Unknown
G047153	Unknown
ENSG00000162992.3	NEUROD1
ENSG00000234595.1	AC013733.3
ENSG00000225570.1	AC013733.4
ENSG00000223873.1	SAP18P2
ENSG00000221023.1	RNU6ATAC19P
G047154	Unknown
G047157	Unknown
ENSG00000260742.1	RP11-366L5.1
ENSG00000138434.16	SSFA2
ENSG00000150722.10	PPP1R1C
ENSG00000213958.2	KRT18P29
ENSG00000222418.1	RNA5SP113
G047160	Unknown
ENSG00000265129.1	AC064837.1
ENSG00000115252.18	PDE1A
G047164	Unknown
ENSG00000242121.3	RN7SL267P
ENSG00000281257.1	AC012500.1
G047166	Unknown
ENSG00000216011.2	AC010888.1
G047167	Unknown
G047168	Unknown
G047169	Unknown
G047162	Unknown
XLOC_002420	NotAvail
ENSG00000077232.16	DNAJC10
G047177	Unknown
ENSG00000232430.1	RPL31P15
ENSG00000212404.1	Y_RNA
ENSG00000162998.4	FRZB
ENSG00000207178.1	RNU6-1122P
ENSG00000061676.14	NCKAP1
G047184	Unknown
G047185	Unknown
ENSG00000202141.1	Y_RNA
G047186	Unknown
G047187	Unknown
ENSG00000221498.1	SNORA77
ENSG00000231203.1	KRT8P10
ENSG00000162999.12	DUSP19
ENSG00000224643.5	AC064871.3
ENSG00000163002.12	NUP35
ENSG00000272800.1	RP11-438L19.1
G047197	Unknown
G047200	Unknown
ENSG00000213120.3	LIN28AP1
G047204	Unknown
ENSG00000177855.8	CACYBPP2
ENSG00000234172.1	AC093639.1
G047211	Unknown
ENSG00000266808.1	MIR548AE1
G047212	Unknown
G047214	Unknown
G047216	Unknown
ENSG00000170396.7	ZNF804A
G047218	Unknown
ENSG00000237824.2	RPL23AP33
G047219	Unknown
XLOC_002424	NotAvail
XLOC_001780	NotAvail
G047223	Unknown
G047224	Unknown
G047225	Unknown
G047226	Unknown
G047227	Unknown
G047228	Unknown
G047230	Unknown
ENSG00000225406.1	AC080125.1
ENSG00000212581.1	U8
ENSG00000226747.6	AC007966.1
ENSG00000188738.13	FSIP2
ENSG00000231646.5	FSIP2-AS1
G047236	Unknown
G047237	Unknown
G047238	Unknown
XLOC_002427	NotAvail
ENSG00000224019.1	RPL21P32
G047240	Unknown
G047243	Unknown
ENSG00000237877.6	LINC01473
XLOC_001781	NotAvail
G047246	Unknown
G047244	Unknown
ENSG00000226410.1	AC104058.1
G047248	Unknown
G047249	Unknown
ENSG00000232568.2	RPL23AP35
ENSG00000259915.2	RP11-410E4.1
ENSG00000227692.1	MED28P3
G047252	Unknown
ENSG00000065548.17	ZC3H15
ENSG00000224323.2	DPRXP1
ENSG00000281192.1	AC018867.1
G047257	Unknown
G047254_grp1	Unknown
G047258	Unknown
G047259	Unknown
G047254_grp2	Unknown
ENSG00000138448.11	ITGAV
ENSG00000227227.1	AC017101.10
ENSG00000144369.12	FAM171B
G047267	Unknown
G047269	Unknown
ENSG00000163012.3	ZSWIM2
G047271	Unknown
G047272	Unknown
G047273	Unknown
ENSG00000226553.1	AC018735.1
ENSG00000224063.5	AC007319.1
ENSG00000222845.1	RN7SKP42
G047275_grp1	Unknown
G047276	Unknown
ENSG00000199626.1	RNU6-989P
G047275_grp2	Unknown
G047277	Unknown
ENSG00000064989.12	CALCRL
G047279	Unknown
ENSG00000231739.2	GAPDHP59
ENSG00000003436.14	TFPI
G047282	Unknown
G047283	Unknown
G047284	Unknown
G047285	Unknown
G047287	Unknown
ENSG00000231689.2	LINC01090
ENSG00000252004.2	AC068718.1
G047288_grp1	Unknown
ENSG00000235616.1	ST13P2
G047288_grp2	Unknown
G047288_grp3	Unknown
ENSG00000213115.2	AC104131.1
ENSG00000200650.1	RNA5SP114
ENSG00000144366.15	GULP1
ENSG00000207951.1	MIR561
G047291	Unknown
G047292	Unknown
ENSG00000223523.1	AC079613.1
G047295	Unknown
ENSG00000174325.4	DIRC1
G047297	Unknown
ENSG00000168542.12	COL3A1
ENSG00000281204.1	AC066694.1
ENSG00000221502.1	MIR1245A
MIR1245B	MIR1245B
MIR3606	MIR3606
G047299	Unknown
ENSG00000204262.11	COL5A2
ENSG00000228073.1	AC133106.2
ENSG00000264725.1	MIR3129
G047301	Unknown
G047302	Unknown
ENSG00000277207.1	AC118063.2
ENSG00000213601.3	KRT18P19
ENSG00000266817.1	AC118063.1
XLOC_002433	NotAvail
ENSG00000115368.9	WDR75
G047305	Unknown
G047304	Unknown
ENSG00000233996.1	AC013439.4
G047308	Unknown
G047309	Unknown
XLOC_001784	NotAvail
ENSG00000138449.10	SLC40A1
G047314	Unknown
G047315	Unknown
ENSG00000276828.1	RP11-88L20.1
ENSG00000138381.9	ASNSD1
ENSG00000151687.14	ANKAR
ENSG00000128694.11	OSGEPL1
ENSG00000223249.1	Y_RNA
ENSG00000253559.1	OSGEPL1-AS1
ENSG00000273240.1	RP11-455J20.3
ENSG00000128699.13	ORMDL1
ENSG00000064933.16	PMS1
ENSG00000187699.10	C2orf88
ENSG00000223824.1	AC019178.3
ENSG00000204253.4	HNRNPCP2
ENSG00000213110.2	AC019178.2
ENSG00000138379.4	MSTN
G047324	Unknown
G047326	Unknown
G047323	Unknown
ENSG00000198130.14	HIBCH
G047329	Unknown
ENSG00000151689.12	INPP1
ENSG00000151690.14	MFSD6
ENSG00000272979.1	RP11-647K16.1
ENSG00000189362.11	NEMP2
ENSG00000233654.1	AC093388.3
ENSG00000251935.1	RN7SKP179
G047336	Unknown
G047334	Unknown
G047339	Unknown
G047340	Unknown
G047341	Unknown
ENSG00000138386.16	NAB1
ENSG00000228509.5	AC006460.2
G047342	Unknown
CRCAG_064571	NotAvail
G047345	Unknown
G047346	Unknown
ENSG00000235852.1	AC005540.3
ENSG00000115419.12	GLS
ENSG00000280517.1	AC005540.1
G047350	Unknown
ENSG00000115415.18	STAT1
ENSG00000229023.1	AC067945.3
ENSG00000230686.1	AC067945.2
ENSG00000231858.5	AC067945.4
ENSG00000138378.17	STAT4
G047355	Unknown
ENSG00000207402.1	RNU6-959P
ENSG00000280083.1	RP11-317J9.1
ENSG00000230611.1	HMGB1P27
G047358	Unknown
ENSG00000227542.1	AC092614.2
ENSG00000128641.17	MYO1B
ENSG00000278321.1	AC092614.1
ENSG00000252130.1	RNU6-1045P
G047363	Unknown
G047364	Unknown
ENSG00000275235.1	AC068056.1
G047366	Unknown
G047367	Unknown
G047368	Unknown
G047369_grp1	Unknown
XLOC_001787	NotAvail
G047373	Unknown
LCAG_034801	NotAvail
ENSG00000173559.12	NABP1
ENSG00000274845.1	uc_338
G047374	Unknown
XLOC_002440	NotAvail
ENSG00000281467.1	Clostridiales-1
G047369_grp2	Unknown
G047376_grp1	Unknown
ENSG00000225884.2	AC098872.3
G047376_grp2	Unknown
ENSG00000168497.4	SDPR
ENSG00000233766.7	AC098617.1
ENSG00000213946.3	DNAJB1P1
G047379	Unknown
ENSG00000144339.11	TMEFF2
G047378	Unknown
G047381	Unknown
G047382	Unknown
G047383	Unknown
G047384	Unknown
G047385	Unknown
G047387	Unknown
G047388	Unknown
ENSG00000229395.1	AC013401.1
ENSG00000232227.5	AC013401.2
G047390	Unknown
ENSG00000227418.6	PCGEM1
ENSG00000226242.1	RPS17P8
ENSG00000278406.1	PCGEM1
G047392	Unknown
XLOC_002442	NotAvail
G047393	Unknown
G047394	Unknown
G047395	Unknown
G047399	Unknown
G047400	Unknown
G047401	Unknown
ENSG00000232658.1	AC092638.1
ENSG00000235218.2	AC092638.2
G047404	Unknown
G047405	Unknown
G047407	Unknown
G047409	Unknown
G047410	Unknown
ENSG00000224219.1	AC074290.1
G047428	Unknown
G047429	Unknown
XLOC_002443	NotAvail
ENSG00000260142.1	RP11-764E7.1
G047431	Unknown
G047434	Unknown
ENSG00000224670.1	AC068135.1
G047436	Unknown
G047437	Unknown
G047438	Unknown
ENSG00000215043.2	GLULP6
ENSG00000236695.1	HNRNPA1P47
G047439	Unknown
ENSG00000225539.5	AC018799.1
G047441	Unknown
ENSG00000225394.1	AC106883.1
G047440_grp1	Unknown
ENSG00000264560.1	AC073973.1
G047440_grp2	Unknown
ENSG00000276123.1	Metazoa_SRP
ENSG00000252517.1	SNORD59
ENSG00000230173.1	AC006196.1
G047445_grp1	Unknown
ENSG00000235056.1	AC010983.1
CRCAG_063347	NotAvail
G047447	Unknown
ENSG00000224099.1	AC064834.1
ENSG00000271893.1	RP11-762E8.1
ENSG00000202206.1	RNU6-169P
ENSG00000223466.1	AC064834.2
G047445_grp2	Unknown
G047450	Unknown
ENSG00000234919.1	AC064834.3
ENSG00000196950.13	SLC39A10
ENSG00000213107.2	AHCYP5
G047456	Unknown
G047457	Unknown
ENSG00000201813.1	RNU6-915P
G047459	Unknown
ENSG00000118997.13	DNAH7
G047461	Unknown
G047463	Unknown
ENSG00000203435.2	E2F3P2
ENSG00000227878.2	AC114760.1
ENSG00000081320.10	STK17B
ENSG00000272211.1	RP11-347P5.1
G047465	Unknown
ENSG00000138411.10	HECW2
G047470	Unknown
ENSG00000229056.2	AC020571.3
ENSG00000276200.1	RN7SL820P
XLOC_002446	NotAvail
ENSG00000144395.17	CCDC150
ENSG00000252923.1	SCARNA16
LOC100130452	LOC100130452
G047474	Unknown
G047475	Unknown
ENSG00000119041.10	GTF3C3
ENSG00000187944.2	C2orf66
G047479	Unknown
ENSG00000280176.1	RP11-84A12.1
ENSG00000197121.14	PGAP1
G047483	Unknown
ENSG00000065413.16	ANKRD44
G047485	Unknown
ENSG00000225636.1	HNRNPA3P15
G047486	Unknown
ENSG00000224442.1	AC017035.2
G047487	Unknown
ENSG00000231621.1	AC013264.2
G047489	Unknown
ENSG00000236977.1	ANKRD44-IT1
G047491	Unknown
ENSG00000230482.1	ATP5G2P3
G047492	Unknown
G047493	Unknown
ENSG00000225979.1	AC010746.3
G047497	Unknown
G047498	Unknown
ENSG00000213104.3	NPM1P46
G047500	Unknown
ENSG00000115524.15	SF3B1
ENSG00000202434.1	SNORA4
G047503	Unknown
ENSG00000206836.1	RNU6-1029P
ENSG00000115520.8	COQ10B
G047507	Unknown
G047509	Unknown
ENSG00000144381.16	HSPD1
ENSG00000115541.10	HSPE1
ENSG00000115540.14	MOB4
ENSG00000270757.1	HSPE1-MOB4
G047512	Unknown
ENSG00000231699.1	AC020550.7
G047515	Unknown
G047513	Unknown
ENSG00000162944.10	RFTN2
G047517	Unknown
G047518	Unknown
ENSG00000222017.1	AC011997.1
ENSG00000247626.4	MARS2
G047521	Unknown
G047522	Unknown
ENSG00000152430.17	BOLL
ENSG00000115896.15	PLCL1
ENSG00000237035.1	AC109589.1
ENSG00000236653.1	AC005235.1
G047528	Unknown
G047529	Unknown
ENSG00000225421.1	AC019330.1
ENSG00000252511.1	AC019330.2
G047530	Unknown
ENSG00000280599.1	AC068121.1
ENSG00000231557.1	AC018717.1
G047532	Unknown
ENSG00000230407.1	AC018717.2
ENSG00000238698.1	RNU7-147P
ENSG00000119042.16	SATB2
ENSG00000257045.1	RP11-486F17.1
ENSG00000225953.2	SATB2-AS1
G047539	Unknown
G047540	Unknown
G047541	Unknown
ENSG00000238217.5	AC093590.1
ENSG00000213938.3	SEPHS1P6
ENSG00000226124.6	FTCDNL1
G047546	Unknown
G047547	Unknown
G047548	Unknown
XLOC_001804	NotAvail
ENSG00000232732.9	AC073043.1
ENSG00000227004.2	AC108032.1
ENSG00000240302.3	RN7SL717P
ENSG00000178074.5	C2orf69
ENSG00000162971.10	TYW5
G047559	Unknown
ENSG00000162972.10	C2orf47
XLOC_002455	NotAvail
G047562	Unknown
G047561	Unknown
G047565	Unknown
G047566	Unknown
G047567	Unknown
G047568	Unknown
CRCAG_064610	NotAvail
ENSG00000196141.12	SPATS2L
ENSG00000201649.1	RNY4P34
G047570	Unknown
ENSG00000280896.1	Metazoa_SRP
G047572	Unknown
G047573	Unknown
ENSG00000155729.12	KCTD18
ENSG00000163535.17	SGOL2
ENSG00000138356.13	AOX1
ENSG00000276477.1	AC007163.1
ENSG00000244301.5	AOX3P
ENSG00000280298.1	AC007163.2
ENSG00000243478.7	AOX2P
ENSG00000237166.1	AC007163.3
ENSG00000201737.1	RNU1-133P
ENSG00000230408.3	AC007163.6
G047583	Unknown
ENSG00000082153.17	BZW1
G047585	Unknown
ENSG00000207116.1	RNU6-31P
G047588	Unknown
ENSG00000221530.1	AC005037.1
ENSG00000224346.1	BICD1P1
ENSG00000223092.1	RNA5SP115
ENSG00000013441.15	CLK1
ENSG00000252759.1	Y_RNA
ENSG00000240344.8	PPIL3
ENSG00000201499.1	RNU6-312P
ENSG00000196290.14	NIF3L1
ENSG00000252916.1	RNU6-762P
ENSG00000115942.8	ORC2
ENSG00000183308.6	AC005037.3
ENSG00000155744.9	FAM126B
ENSG00000225695.1	HNRNPA1P35
ENSG00000226658.1	RPL23AP30
ENSG00000119013.8	NDUFB3
ENSG00000252148.1	RNU6-1206P
G047596	Unknown
G047595	Unknown
G047597	Unknown
G047598	Unknown
ENSG00000273975.1	Metazoa_SRP
ENSG00000232719.1	RP11-13J8.1
ENSG00000224672.4	AC007272.3
XLOC_002461	NotAvail
ENSG00000003402.19	CFLAR
G047602	Unknown
ENSG00000232133.1	IMPDH1P10
ENSG00000226312.7	CFLAR-AS1
ENSG00000238829.1	RNU7-45P
ENSG00000235579.1	AC007283.4
G047605	Unknown
ENSG00000234431.2	AC007283.5
G047606	Unknown
ENSG00000003400.14	CASP10
ENSG00000227348.1	MTND5P25
ENSG00000225796.2	MTND4P23
ENSG00000235318.3	AC005037.6
G047608	Unknown
G047610	Unknown
G047611	Unknown
ENSG00000064012.21	CASP8
ENSG00000155749.12	ALS2CR12
ENSG00000115993.11	TRAK2
ENSG00000082146.12	STRADB
ENSG00000213090.2	AC007256.5
ENSG00000202008.1	Y_RNA
ENSG00000155754.14	ALS2CR11
G047617	Unknown
ENSG00000234842.1	AC007163.8
ENSG00000224299.1	AC007282.6
ENSG00000227736.1	AC007163.9
ENSG00000224590.1	AC007163.10
ENSG00000234731.2	AC007163.11
ENSG00000249177.1	MTND4P29
ENSG00000227841.1	MTND5P31
ENSG00000155755.18	TMEM237
ENSG00000241790.2	ENO1P4
ENSG00000082126.17	MPP4
ENSG00000222972.1	RNU6-651P
G047622	Unknown
ENSG00000003393.14	ALS2
ENSG00000281201.1	AC007279.1
ENSG00000230799.1	AC007279.2
G047624	Unknown
ENSG00000138395.14	CDK15
ENSG00000202137.1	Y_RNA
ENSG00000231124.1	UBE2V1P11
ENSG00000221374.1	AC007242.1
G047626	Unknown
ENSG00000212184.1	RNU6-440P
ENSG00000221489.1	AC007358.1
G047629	Unknown
G047630	Unknown
G047631	Unknown
ENSG00000273209.1	RP11-107N15.1
ENSG00000155760.2	FZD7
G047633	Unknown
XLOC_002462	NotAvail
G047635	Unknown
ENSG00000182329.10	KIAA2012
ENSG00000222035.3	AC079354.3
ENSG00000274633.1	AC079354.1
G047637	Unknown
ENSG00000231903.1	AC079354.5
ENSG00000227890.1	PSMA2P3
ENSG00000223825.5	DAZAP2P1
ENSG00000116030.16	SUMO1
ENSG00000224463.1	AC079354.6
ENSG00000055044.10	NOP58
ENSG00000212534.1	SNORD70
ENSG00000212309.1	SNORD70
ENSG00000271852.1	SNORD11B
ENSG00000238317.2	SNORD11
G047648	Unknown
XLOC_001813	NotAvail
G047649	Unknown
ENSG00000264275.1	RN7SL753P
ENSG00000281619.1	AC064836.1
ENSG00000226261.1	AC064836.3
ENSG00000272966.1	RP11-686O6.1
ENSG00000242696.3	RN7SL40P
G047654	Unknown
ENSG00000273456.1	RP11-686O6.2
ENSG00000204217.12	BMPR2
ENSG00000270915.1	RP11-27M5.1
ENSG00000236047.1	AC073410.1
G047655	Unknown
G047657	Unknown
ENSG00000223619.1	AC009960.1
ENSG00000233888.2	AC009960.2
ENSG00000235433.1	AC009960.4
ENSG00000237542.1	AC009960.5
ENSG00000233134.1	AC009960.7
ENSG00000241221.2	AC009960.6
ENSG00000227454.2	MTND4P30
ENSG00000233311.1	AC009960.3
ENSG00000138439.11	FAM117B
ENSG00000163596.16	ICA1L
ENSG00000240761.1	AC098831.4
G047663	Unknown
ENSG00000233579.1	KRT8P15
ENSG00000281423.1	AC010900.1
G047664	Unknown
ENSG00000138442.9	WDR12
ENSG00000138380.17	CARF
ENSG00000232479.2	AC010900.2
ENSG00000270664.1	RP11-544H14.1
ENSG00000144426.18	NBEAL1
ENSG00000232994.1	RPL7P14
ENSG00000202059.1	SNORA1
ENSG00000228513.1	AC023271.1
ENSG00000225124.1	RPL23AP36
ENSG00000204196.5	AC011737.2
G047670	Unknown
G047672	Unknown
ENSG00000119004.14	CYP20A1
ENSG00000264041.2	RN7SL670P
G047673	Unknown
G047674	Unknown
G047675	Unknown
ENSG00000238285.1	MRPL50P2
G047678	Unknown
ENSG00000138443.15	ABI2
ENSG00000256458.1	RP11-363J17.1
ENSG00000173166.17	RAPH1
G047681	Unknown
G047682	Unknown
ENSG00000233459.1	AC125238.2
G047683	Unknown
G047684	Unknown
ENSG00000233031.1	AC125238.3
ENSG00000178562.17	CD28
G047689	Unknown
G047690	Unknown
G047691	Unknown
ENSG00000224791.1	KRT18P39
ENSG00000211573.2	AC125238.1
ENSG00000213925.3	NPM1P33
ENSG00000206970.1	RNU6-474P
G047695	Unknown
ENSG00000163599.14	CTLA4
G047696	Unknown
G047697	Unknown
G047699	Unknown
ENSG00000163600.12	ICOS
G047700	Unknown
ENSG00000235951.1	AC009965.1
ENSG00000234714.1	AC009965.2
G047703	Unknown
ENSG00000237271.1	AC009498.1
ENSG00000236681.1	DSTNP5
G047708	Unknown
G047709	Unknown
ENSG00000225304.1	AC106901.1
ENSG00000236634.1	AC016903.1
G047713	Unknown
ENSG00000237843.1	AC016903.2
G047716	Unknown
ENSG00000116117.17	PARD3B
G047717	Unknown
ENSG00000223890.1	AC008171.1
G047718	Unknown
G047719	Unknown
G047720	Unknown
ENSG00000118257.16	NRP2
G047722	Unknown
ENSG00000225216.6	AC007362.3
G047723	Unknown
XLOC_001816	NotAvail
G047724	Unknown
G047725	Unknown
G047726	Unknown
ENSG00000201875.1	RN7SKP178
G047727	Unknown
ENSG00000213739.3	AC007679.1
G047729	Unknown
XLOC_002471	NotAvail
ENSG00000225610.1	AC007679.3
ENSG00000114933.15	INO80D
ENSG00000252485.1	Vault
ENSG00000207386.1	Y_RNA
ENSG00000237041.1	AC007679.4
G047737	Unknown
G047738	Unknown
G047739	Unknown
G047740	Unknown
G047741	Unknown
G047742	Unknown
ENSG00000227946.1	AC007383.3
G047744	Unknown
ENSG00000023228.13	NDUFS1
ENSG00000231955.1	AC007383.4
ENSG00000237580.1	GCSHP3
ENSG00000114942.13	EEF1B2
ENSG00000277502.1	uc_338
ENSG00000281780.1	snoZ196
ENSG00000207047.2	SNORD51
ENSG00000207406.1	SNORA41
G047749	Unknown
ENSG00000183671.12	GPR1
ENSG00000279220.1	GPR1-AS
ENSG00000222496.1	RN7SKP200
ENSG00000159186.4	AC007383.6
ENSG00000224070.1	HMGN1P6
ENSG00000252716.1	RN7SKP260
ENSG00000204186.7	ZDBF2
ENSG00000279921.1	AC017081.1
G047757	Unknown
G047758	Unknown
G047759	Unknown
ENSG00000180105.11	AC017081.2
ENSG00000234491.1	HNRNPA1P51
ENSG00000114948.12	ADAM23
ENSG00000228577.1	AC010731.2
ENSG00000231653.1	AC010731.3
ENSG00000235118.7	AC010731.4
ENSG00000232125.2	DYTN
ENSG00000213083.3	AC010731.6
G047769	Unknown
ENSG00000207319.1	Y_RNA
G047770	Unknown
ENSG00000138400.12	MDH1B
ENSG00000118246.13	FASTKD2
ENSG00000263468.1	MIR3130-2
MIR3130-1	MIR3130-1
G047773	Unknown
G047772	Unknown
G047775	Unknown
ENSG00000260171.1	RP11-95H11.1
G047777	Unknown
G047778	Unknown
ENSG00000229321.1	AC008269.2
XLOC_001823	NotAvail
ENSG00000144410.4	CPO
G047785	Unknown
ENSG00000118263.14	KLF7
ENSG00000253008.2	MIR2355
ENSG00000237892.1	KLF7-IT1
ENSG00000277590.1	MIR7845
ENSG00000224342.1	AC007879.1
ENSG00000234902.6	AC007879.2
G047790	Unknown
G047792	Unknown
ENSG00000225916.1	AC007879.4
ENSG00000240440.1	AC007879.3
ENSG00000229647.1	AC007879.7
ENSG00000223725.6	AC007879.5
ENSG00000225064.1	AC007879.6
ENSG00000221628.1	MIR1302-4
G047795	Unknown
G047796	Unknown
G047797	Unknown
G047798	Unknown
ENSG00000118260.14	CREB1
ENSG00000144401.14	METTL21A
ENSG00000223433.1	AC079767.3
ENSG00000224137.1	AC079767.4
ENSG00000199251.1	RNU6-664P
ENSG00000213082.3	PPP1R14BP2
ENSG00000200764.1	Y_RNA
G047807	Unknown
ENSG00000163249.9	CCNYL1
G047810	Unknown
ENSG00000272851.1	RP11-801F7.1
ENSG00000264900.1	MIR4775
ENSG00000163251.3	FZD5
G047812	Unknown
ENSG00000178385.13	PLEKHM3
ENSG00000244567.1	AC096772.6
G047816	Unknown
G047817	Unknown
ENSG00000225111.1	AC083900.1
G047820	Unknown
ENSG00000212246.1	RNU6-360P
ENSG00000185078.3	AC093698.1
G047822	Unknown
ENSG00000251941.1	RNA5SP116
ENSG00000224839.1	AC093698.2
G047824	Unknown
ENSG00000229150.1	CRYGEP
G047827	Unknown
LOC100507443	LOC100507443
ENSG00000118231.4	CRYGD
ENSG00000163254.4	CRYGC
ENSG00000224529.1	AC093698.4
G047828	Unknown
ENSG00000182187.3	CRYGB
ENSG00000168582.4	CRYGA
ENSG00000188674.10	C2orf80
G047835	Unknown
ENSG00000233869.1	AC016697.1
ENSG00000228111.1	TPT1P2
ENSG00000138413.13	IDH1
ENSG00000231908.1	IDH1-AS1
ENSG00000115020.16	PIKFYVE
ENSG00000228380.1	MYL6BP1
G047843	Unknown
ENSG00000144407.9	PTH2R
ENSG00000213081.3	AC012362.3
G047846	Unknown
G047848	Unknown
ENSG00000227430.1	AC019185.2
ENSG00000231896.1	AC019185.4
G047849	Unknown
ENSG00000232409.1	AC019185.3
G047852	Unknown
ENSG00000202164.1	RNA5SP117
G047854	Unknown
G047857	Unknown
ENSG00000235864.1	HSPA8P6
ENSG00000276773.1	AC013409.1
ENSG00000232799.1	CRYGFP
ENSG00000240286.1	MEAF6P1
ENSG00000229670.2	PKP4P1
G047860	Unknown
ENSG00000276683.1	AC016743.1
ENSG00000078018.19	MAP2
G047863	Unknown
ENSG00000222317.1	RNA5SP118
ENSG00000144406.18	UNC80
ENSG00000237194.1	SNAI1P1
G047865	Unknown
ENSG00000197713.14	RPE
ENSG00000144445.15	KANSL1L
ENSG00000272807.1	RP11-260M2.1
ENSG00000229127.1	AC007038.7
ENSG00000231063.1	AC006994.1
G047869	Unknown
ENSG00000231294.1	AC006994.2
ENSG00000115361.7	ACADL
G047872	Unknown
ENSG00000279317.1	AC006994.3
G047873	Unknown
G047874	Unknown
ENSG00000199203.1	Y_RNA
ENSG00000168530.15	MYL1
ENSG00000234281.5	LANCL1-AS1
ENSG00000115365.11	LANCL1
ENSG00000021826.14	CPS1
ENSG00000280837.1	CPS1-IT1
G047881	Unknown
G047882	Unknown
G047884	Unknown
G047885	Unknown
G047887	Unknown
ENSG00000271074.1	RP11-212J19.1
ENSG00000231017.1	AC013404.1
G047892	Unknown
G047893	Unknown
G047894	Unknown
ENSG00000178568.13	ERBB4
G047896	Unknown
ENSG00000199585.1	RNA5SP119
G047898	Unknown
ENSG00000232631.1	MTND2P23
ENSG00000277155.1	AC105921.1
ENSG00000236007.1	AC105921.5
G047900	Unknown
G047901	Unknown
G047902	Unknown
G047903	Unknown
G047905	Unknown
G047906	Unknown
ENSG00000221782.1	MIR548F2
G047908	Unknown
G047909	Unknown
G047910	Unknown
G047911	Unknown
G047913	Unknown
G047914	Unknown
ENSG00000273118.1	AC079610.1
G047918	Unknown
G047917_grp1	Unknown
G047919	Unknown
ENSG00000221388.1	AC093865.1
ENSG00000234308.2	AC093381.2
ENSG00000231254.2	PCED1CP
G047917_grp2	Unknown
ENSG00000223373.1	AC108066.1
ENSG00000266354.1	MIR4776-2
MIR4776-2	MIR4776-2
G047922	Unknown
ENSG00000030419.16	IKZF2
ENSG00000270659.1	RP11-105N14.1
ENSG00000236193.3	RP11-105N14.3
XLOC_001835	NotAvail
G047928	Unknown
XLOC_002477	NotAvail
G047930	Unknown
ENSG00000196096.3	AC079610.2
ENSG00000272519.1	RP11-105N14.2
ENSG00000144451.18	SPAG16
G047933	Unknown
ENSG00000265734.1	MIR4438
ENSG00000275977.1	AC008169.1
ENSG00000197585.9	AC107218.3
ENSG00000213917.2	RPL5P8
G047938	Unknown
ENSG00000174453.9	VWC2L
ENSG00000224257.1	VWC2L-IT1
ENSG00000177261.8	ENSAP3
ENSG00000138376.10	BARD1
ENSG00000229267.2	AC072062.1
ENSG00000207274.1	SNORA70
ENSG00000230076.1	AC016708.2
ENSG00000144452.14	ABCA12
ENSG00000227769.7	AC072062.3
G047946	Unknown
ENSG00000237571.1	AC073284.4
G047951	Unknown
ENSG00000138363.14	ATIC
G047955	Unknown
ENSG00000115414.18	FN1
G047957	Unknown
G047960	Unknown
ENSG00000230695.1	AC012462.1
G047966	Unknown
ENSG00000225166.1	AC012462.2
G047968	Unknown
XLOC_001847	NotAvail
ENSG00000228618.1	AC012462.3
G047969	Unknown
ENSG00000234938.2	AC012668.1
XLOC_001848	NotAvail
ENSG00000237525.6	AC012668.2
ENSG00000227981.2	AC012668.3
XLOC_001850	NotAvail
ENSG00000235770.5	LINC00607
G047970	Unknown
ENSG00000230838.1	AC093850.2
G047973	Unknown
